Cidade_operador;So_Agua_yes;Nat_jur_B;Nat_jur_C;PIB_capta_2017;Urbaniz;POP_TOT;POP_URB;AG001;AG001A;AG002;AG002A;AG003;AG003A;AG005;AG005A;AG006;AG007;AG010;AG011;AG013;AG013A;AG021;AG021A;AG026;AG026A;AG028;ES001;ES001A;ES002;ES002A;ES003;ES003A;ES004;ES004A;ES005;ES006;ES007;ES009;ES009A;ES028;FN001;FN002;FN003;FN004;FN005;FN006;FN008;FN008A;FN010;FN011;FN013;FN014;FN015;FN016;FN017;FN018;FN019;FN020;FN021;FN022;FN023;FN024;FN025;FN026;FN026A;FN027;FN028;FN030;FN031;FN032;FN033;FN034;FN035;FN036;FN037;QD002;QD003;QD023;QD024
4.10E+13;0;0;0;34403.28;0.94;20139;18909;18909;19500;7957;7923;8015;7923;247.92;114;3537.37;1314;1145.48;1418.55;7355;7407;8638;8520;18909;19500;2494.43;14904;10300;4412;4190;4480;4190;129.25;60.42;554.8;554.8;750.46;4968;4438;10.72;5379967.45;4204543.34;1175424.11;1195397.14;6575364.59;6575364.59;0;0;1778445.49;100847.6;2015869.98;781910.46;4743909.56;0;5525820.02;0;0;0;66836.03;0;0;0;0;46;48;0;781910.46;0;0;0;0;0;0;0;0;3;18;13514;13514
4.10E+13;1;0;0;33353.32;0.79;2927;2307;2650;2969;1260;1260;1395;1395;34;33;250;35;170;170;1220;1220;1305;1302;2290;2340;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397581.91;397581.91;0;0;397581.91;413524.65;0;0;134184.7;5688;82935.95;189140;421163.95;0;421163.95;0;0;0;8114.69;0;1100;0;0;4;4;1100.61;0;1100;0;0;1100;0;0;0;0;10;80;75;70
4.10E+13;1;0;0;26612.85;0.85;19011;16165;19011;0;6485;0;6485;0;115.2;0;1955;1943;824;1120;6119;0;9720;0;16165;0;1075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4306340.45;4306340.45;0;303021.44;4609361.89;4609361.89;0;0;1916793.96;59284.5;760835.38;743455.33;3638183.58;0;4098395.2;0;0;0;57598.45;0;152694.26;0;0;32;0;100215.96;460211.62;152694.26;0;0;152694.26;68117.91;0;0;68117.91;17;136;406;406
4.13E+13;0;0;0;11713.09;0.16;5609;910;2310;2447;655;639;663;647;16.1;15.75;121;0;118;118;663;647;770;750;910;938;0;910;0;200;0;0;0;12;0;95;95;95;333;0;0;260517.85;217590.41;42927.44;3640.68;264158.53;264158.53;0;0;53086.61;0;75264.1;87550.14;279655.19;0;279655.19;0;0;0;0;0;0;0;0;1;1;63754.34;0;0;0;0;0;13049.91;0;0;13049.91;8;55;248;248
4.11E+13;0;0;0;45682.17;0.95;53970;51391;53970;53356;20566;20498;21315;24978;369.06;369.06;5869.96;2899.16;3275.35;3820.29;20596;20503;24453;23994;51271;50619;5083.88;50154;49583;18818;18339;19548;19064;263.19;263.19;2917.59;2917.58;3381.55;21665;20846;401.67;15938289.9;10380676.67;5557613.23;739349;16677638.9;16181317.44;4319540.39;3823218.93;6582253.81;352426.15;2781019.46;1394675.47;12380737.11;0;12886971.54;0;0;0;207707.08;0;788017.06;63771;65012.49;89;91;1062655.14;506234.43;916800.55;0;0;916800.55;0;0;0;0;0;0;25385;25385
4.11E+13;0;0;0;57803.62;0.85;13494;11457;13494;13398;5189;4899;6158;5822;68.7;62.8;1275;1275;1020;1275;5632;5682;5902;5682;11455;11374;1247.36;13374;13398;4916;4635;5657;5346;67.8;62.28;816;338.64;550.08;5413;5112;15.6;2863365.97;2021149.1;842216.87;158958.14;3022324.11;3022324.11;0;0;805422.71;98330;624991.2;73211.37;1886308.4;0;2913434.34;0;0;0;171212.16;30180.37;119374.83;41759.5;147825.86;17;17;113140.96;0;0;0;0;308960.19;0;0;0;0;20;120;3629;3629
4.11E+13;0;0;0;40846.1;0.86;34683;29827;32683;32606;11529;11294;11529;11294;160;160;2284.4;2284.4;1815.27;2239;10590;10451;13860;13507;29827;29947;915.67;28335;28310;10146;10029;10146;10029;155;152;1641.19;1641.19;2011.59;12311;12116;302.15;7071149.13;4840093.62;2231055.51;408704.3;7479853.43;7479853.43;0;0;3863573.51;133650.35;843685.54;863229.39;6825636.55;0;6825636.55;177988.97;0;0;79175.86;0;66990;0;0;77;78;1042321.9;0;244978.97;0;0;244978.97;113261.52;0;0;113261.52;1;12;15240;15240
4.11E+13;0;0;0;14735.73;0.89;9349;8332;9349;9307;3467;3470;3635;3607;40;40;700;0;600;600;3458;3433;3850;3796;8332;8295;602.9;5240;0;2214;0;2516;0;41;0;180;180;180;2422;0;26.67;2251543.77;1709188.42;542355.35;177446.69;2428990.46;2303109.96;351344.85;0;528765.32;8262.48;408809.4;1499.6;1344560.92;0;1443401.75;0;0;0;22384.82;0;53117.3;0;73671.85;10;7;374839.3;98840.83;126789.15;0;0;126789.15;0;0;0;0;1;6;150;150
4.11E+13;1;0;0;30290.64;0.71;1343;954;1343;1396;650;650;680;667;12.64;12.64;324;324;212;212;624;597;680;667;954;992;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239126.69;239126.69;0;10841.9;249968.59;249968.59;0;0;70837.84;0;22769.53;166612.78;274494.94;0;274494.94;8804.98;0;0;2414.95;0;0;0;0;2;2;11859.84;0;0;0;8804.98;8804.98;0;0;0;0;12;73;32;32
4.11E+13;0;0;0;6123.2;0.9;6983;6258;6490;6470;2468;2431;2996;2946;58.5;56;477.03;0;376.12;474.63;2953;2902;2781;2738;6258;5950;259.06;6258;5990;2296;2263;2689;2653;48.5;47;345.6;345.6;345.6;2533;2495;1.75;1646316.92;1080513.16;565803.76;48681.8;1694998.72;1694998.72;28803.92;256295.51;395449.66;6200.32;183725.1;339632.1;940665.77;0;1358987.27;0;0;0;15658.59;0;280835.23;111097.7;11700;10;9;0;418321.5;403632.93;0;0;403632.93;0;0;0;0;0;0;1;1
4.11E+13;0;0;0;38542;0.93;4755;4435;4725;4721;1903;1885;2380;2344;37;37;450;0;400;400;2205;2171;2210;2178;4435;4431;370;4725;4721;1806;1785;2178;2149;33;33;250;250;250;2017;1991;10.33;1040996.8;667364.58;373632.22;37382.48;1078379.28;1078379.28;0;0;428941.96;13760;252942.55;364134.45;1070855.24;0;1070855.24;0;0;0;11076.28;0;59427.64;0;19130;9;9;0;0;78557.64;0;0;78557.64;0;0;0;0;5;36;458;327
4.12E+13;1;0;0;23899.4;0.77;1816;1395;1816;1875;805;791;818;798;15.1;14.9;155.5;0;154.2;154.2;805;780;834;821;1395;1430;150.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266629.04;266629.04;0;10102.12;276731.16;276731.16;25358.5;23256;119742.61;3580;58076.57;23082.65;207322.95;0;280477.72;0;0;0;2841.12;0;0;0;0;2;2;0;73154.77;0;0;0;0;0;0;0;0;10;62;22;22
4.12E+13;1;0;0;24217.85;0.81;3958;3206;3680;3610;1545;1542;1565;1553;24.8;24.3;201;0;200;195;1565;1553;1642;1620;3200;3200;126.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477506.35;477506.35;0;7276.92;484783.27;484783.27;31045.8;36088.5;115474.8;5732.5;93465.94;110069.52;441584.03;0;471584.03;0;0;0;4827.4;0;0;0;0;3;3;112013.87;0;0;0;0;0;0;0;0;0;0;0;30;30
4.12E+13;1;0;0;18455.6;0.84;4220;3541;3541;3538;1515;1497;1566;1544;25;25;228;0;156;204;1504;1479;1574;1552;3541;3538;329.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;693586.19;693586.19;0;25877.82;719464.01;714102.02;106710.52;101348.53;336560.88;3950;189019.79;239.76;728909.21;0;728909.21;0;0;0;7168.84;0;4578;0;0;7;7;191969.94;0;4578;0;0;4578;0;0;0;0;0;0;488;488
4.12E+13;1;0;0;21161.32;0.9;3164;2834;2782;2762;1115;1115;1156;1134;10.7;10.5;220;0;165;165;1130;1115;1156;1134;2782;2762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444575.87;444575.87;0;0;444575.87;444575.87;0;0;203025.24;956;114253.05;70205.47;418451.37;0;418451.37;0;0;0;4472.31;0;21459.95;0;0;4;4;25539.3;0;21459.95;0;0;21459.95;0;0;0;0;0;0;12;12
4.12E+13;0;0;0;31176.11;0.88;3726;3271;3726;0;1506;0;1506;0;21.5;0;866.11;431.1;551.78;585.3;1506;0;1546;0;3271;0;0;3726;0;1506;0;1506;0;18.05;0;519.66;519.66;311.79;1546;0;0;712661.91;427597.14;285064.77;12487.61;725149.52;725149.52;76104.62;0;237670.93;2957.5;104722.1;175593.02;591904.17;0;591904.17;0;0;0;7213.18;0;2800;0;0;3;0;63747.44;0;2800;0;0;2800;0;0;0;0;1;7;955;935
4.12E+13;0;0;0;25399.06;0.88;5260;4615;4586;4586;1870;1760;2089;2055;25.26;25.26;351;0;305;305;1870;1760;2004;1977;4586;4586;159.65;3668;3668;1216;1216;1216;1216;19.4;19.4;260;260;260;1216;1216;0;633962.58;464585.92;169376.66;66966.42;700929;700929;22932.41;113905.08;219320.33;6046.4;112248.45;198544.59;646065.66;0;646065.66;0;0;0;7526.09;0;4100;0;0;4;4;102379.8;0;4100;0;0;4100;0;0;0;0;0;0;840;840
4.12E+13;0;0;0;29336.66;0.84;3376;2831;2831;2971;1294;1301;1341;1348;19.43;19.43;336.97;0;160.8;202.36;1247;1255;1529;1511;2831;2971;264.46;2015;2130;921;933;960;970;19.93;17.93;117.69;117.69;146.95;1028;1018;0;637860.03;444844.03;193016;32091.95;669951.98;779793.43;121374.23;110288.84;427853.13;4130;95515.19;6309.54;720629.48;0;720629.48;0;0;0;7076.47;0;0;0;0;5;6;179745.15;0;0;0;0;0;0;0;0;0;0;0;382;382
4.12E+13;1;0;0;20899.3;0.41;3944;1629;3850;3820;1190;1185;1210;1203;43;42;435;0;202;214;1180;1140;1300;1290;1610;1580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397148.25;397148.25;0;0;397148.25;397148.25;0;0;76552.3;3580;77903.47;173287.17;380752.63;0;391078.63;0;0;7722.79;0;0;0;0;0;2;2;41706.9;10326;0;0;0;0;0;0;0;0;0;0;250;250
4.12E+13;1;0;0;18864.18;0.5;11213;5599;8500;8500;2764;2740;2875;2854;60;60;440;0;300;300;2728;2707;3133;3066;5500;5500;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1277590.81;1277590.81;0;19822.54;1297413.35;1297413.35;1297413.35;1135995.33;586644.33;8358.72;281331.03;251380.8;1127714.88;0;1127714.88;0;0;0;0;0;56463.35;0;0;11;11;0;0;56463.35;0;0;56463.35;0;0;0;0;0;0;300;300
4.13E+13;0;0;0;46094.19;0.87;5559;4817;4517;0;2042;0;2195;0;38;0;530;250;490;490;2042;0;2195;0;4517;0;0;4367;0;2042;0;0;0;29;0;430;430;430;2042;0;0;1260251.8;922071.25;338180.55;37191.3;1297443.1;1308652.77;0;0;247503.77;12332.81;384910.37;97428.82;1088505.29;0;1088505.29;61711;0;97428.82;0;0;5000;5000;0;6;0;248900.7;0;0;0;0;71711;0;0;0;0;8;50;500;500
4.13E+13;0;0;0;30357.99;0.9;16062;14486;16062;15720;5461;5536;5579;5698;99.5;97;815.2;0;749.88;730.45;5431;5480;6542;6366;14485;14396;764.85;13450;13422;5100;5084;5322;5301;93.7;89.4;653.2;653.2;653.2;5856;5693;127.36;2394339.11;1635534.06;758805.05;422665.32;2817004.43;2824114.13;467250.58;389329.75;1064759.81;13775;632465.05;547439.51;2308852.93;0;2776508.76;0;0;0;27813.56;0;45418.04;159724.81;21869;14;14;22600;467655.83;227011.85;0;0;227011.85;0;0;0;0;11;77;3042;3042
4.13E+13;0;0;0;22592.17;0.81;16652;13533;16652;16578;5574;5549;6553;6490;154;137;1667.49;0;867.49;867.49;5140;5702;6459;6385;11656;13472;778;6294;12150;3009;2963;3009;3272;94;94;396.36;396.36;396.36;3009;3991;450;2769246.27;2193297.17;575949.1;260966.67;3030212.94;3030212.94;110554.79;106600.63;1344033.73;18789.5;635140.18;328201.17;2448251.69;0;3065692.69;0;642;0;30760.81;0;14080;202645;10000;26;24;91326.3;616799;226725;0;0;226725;0;0;0;0;3;22;2532;2305
4.31E+13;0;0;0;44927.71;0.96;504069;485370;496590;476204;135217;133717;209898;205541;2034;1743.13;41084.41;40803.12;26492.71;20867.9;191161;187378;135217;133717;485370;465445;29124.56;447898;439777;121364;120185;194529;190773;1773.39;1723.15;21194.17;10567.32;15498.18;121364;120185;1700.31;207383015.7;154151763.9;53231251.8;3378932.5;210761948.2;237893133.3;46968180.65;40564252.89;47720806.29;3405727.14;17362949.26;25504532.08;117683320.6;11561280.75;129244601.4;0;0;0;2217047.65;0;10564269.08;2428443.77;1477786.41;407;404;21472258.18;0;10481635.24;3988864.02;0;14470499.26;22387685.28;11561280.75;0;33948966.03;16;198;11229;11229
4.20E+13;0;0;0;25697.19;0.82;67578;55692;47942;47759;15841;15221;19097;18351;565.2;513.4;3602.88;3602.88;3147.53;3233.66;17836;17085;15953;15323;45623;45448;1654.44;1164;1076;400;300;480;370;63.18;63.18;84.76;84.76;0;400;300;236.66;12134839.26;12134839.26;0;175789.25;12310628.51;12310628.51;2560323.65;3278828.24;4655424.1;384911.1;953660.47;2019884.19;8152150.38;181865.06;8334015.44;0;0;0;138270.52;0;2386965.95;26500;189664.22;82;75;0;0;2603130.17;0;0;2603130.17;781188.99;181865.06;0;963054.05;0;0;158;158
4.20E+13;1;0;0;45934.42;0.95;352460;336220;352108;348374;90780;89664;146218;143527;1583.01;1572;36439.86;36439.86;19469.29;24034.12;132512;130134;101916;100656;335864;332388;20367.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86575156.06;86575156.06;0;2616850.76;89192006.82;89275506.53;13774572.85;13645860.96;27707803.16;3084965.73;11260965.73;10749210.55;64735427.5;2287213.69;74296363.32;115051.58;0;0;1342272.43;0;7654261.28;0;1459929.26;300;366;10590209.9;7273722.13;9207884.91;21357.21;0;9229242.12;2657392.72;0;2287213.69;4944606.41;109;3994;26322;26031
4.20E+13;1;0;0;45676.36;0.97;131703;127361;129133;126305;31338;30463;43112;41561;695.92;687.86;9427.53;9427.53;6870.67;6879.79;40142;38679;35575;34574;127360;124571;5340.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32906194.53;32906194.53;0;1796620.74;34702815.27;34702815.27;759752.68;762260.66;11195653.32;989292.69;2882167.3;4025649.52;23226035.2;0;23592319.5;0;366284.3;0;347025.15;0;2199590.32;0;126720;140;151;3786247.22;0;2326310.32;0;0;2326310.32;0;0;0;0;0;0;17080;17080
4.20E+13;0;0;0;55010.59;0.82;35930;29625;34795;34580;9816;9577;12026;11693;160.43;160.43;2331.83;2241.54;1463.87;1784.62;11145;10815;9816;9577;29052;28877;2023.43;25833;25674;7623;7176;9555;8991;74.83;74.83;1145.42;1145.42;1388.53;7623;7176;252.64;9299012.38;5785163.56;3513848.82;545875.34;9844887.72;9942024.42;521955.58;502421.22;3959055.62;114010.2;1402048.29;459873;8188935.95;0;8188935.95;0;0;0;99587.92;0;838321.98;160380;174475;58;60;2154360.92;0;1173176.98;0;0;1173176.98;0;0;0;0;0;0;7841;7841
4.20E+13;1;0;0;42920.62;0.84;16544;13856;16544;16421;5739;5604;6545;6406;199.46;191.69;1288.94;1288.94;897.34;1045.54;6226;5786;7047;6020;13856;13612;739.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3602409.25;3602409.25;0;299403.68;3901812.93;3901812.93;203067.57;151869.64;1657248.12;128669.17;289508.72;574814.01;2694627.89;0;2694627.89;0;0;0;44387.87;0;604343.85;106086.22;21825;23;19;0;0;732255.07;0;0;732255.07;0;0;0;0;0;0;871;871
4.21E+13;0;0;0;41905.48;0.81;68465;55647;64726;62150;17489;17177;22149;21672;420;399.02;5002.34;4990.24;3579.32;3982.59;19928;19135;19744;19391;55647;54775;1707.35;1124;0;240;0;321;0;1.9;0;40.54;40.54;0;240;0;67.61;16243343.57;16243343.57;0;454855.9;16698199.47;16698199.47;0;0;8366201.27;425491.69;1030181.56;2739868.67;14199546.6;0;14199546.6;0;0;0;346423.89;0;4236422.41;34266.67;0;123;123;1291379.52;0;4270689.08;0;0;4270689.08;0;0;0;0;4;40;30572;30572
4.21E+13;1;0;0;20827.67;0.94;14333;13509;14333;14087;7501;7405;9945;9724;155;151;4700;1886;2649;2649;9501;9282;8328;8297;13509;13000;406.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4939500.14;4939500.14;0;0;4939500.14;4420044.78;4420044.78;3838481.27;2247289.7;103948;285965.37;725677.09;4659849.19;0;4659849.19;0;0;0;48909.7;0;0;0;0;46;56;1248059.33;0;0;0;0;0;0;0;0;0;5;48;4200;4200
4.21E+13;1;0;0;34832.26;0.49;6542;3174;3157;3157;1279;1248;1774;1693;45.5;37.5;159;155;155;155;1388;1371;1477;1437;3157;3157;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1081117.53;1081117.53;0;0;1081117.53;1081117.53;32135.17;30740.1;497858.54;12862.37;25917.26;214371.52;1136647.83;0;1136647.83;0;0;0;10743.94;0;447855.96;0;0;7;7;374894.2;0;447855.96;0;0;447855.96;0;0;0;0;0;0;820;820
4.21E+13;0;0;0;49189.96;0.64;14005;8953;10496;0;3369;0;3743;0;49.82;0;1135;1101;466;585;3382;0;3396;0;8953;0;444;1352;0;406;0;412;0;4.32;0;73.16;73.16;0;407;0;40;3081925.87;3081925.87;0;0;3081925.87;3889766.83;0;0;183138.96;89773.37;308835.37;1113727.56;1816702.76;0;1816702.76;0;0;80880;0;0;483040;0;0;1;0;0;0;0;0;0;483040;0;0;0;0;0;0;4449;4449
4.21E+13;1;0;0;24239.44;0.76;19755;15080;9500;9100;3140;3000;3311;3100;154;151;606;606;522;501;3102;3000;3420;3050;9100;8800;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1918458;1918458;0;0;1918458;1918458;390938;589845.28;249352.65;13210;174429;465813.11;920616.59;0;920616.59;0;0;0;17811.83;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;5;50;2100;1850
4.21E+13;0;0;0;49925.22;0.93;174158;161597;173029;169587;41177;40478;64559;63362;879.1;857;13045.54;13045.54;8373.05;8373.05;58119;56991;45792;45036;160420;158358;7994.29;140631;137433;31060;29772;49403;47480;569.7;564;5504.67;5504.67;6274.7;32379;30419;3304.5;62338138.7;39729063.25;22609075.45;1948949.56;64287088.26;64552988.35;12349616.71;10134697.84;15955352.65;2737455.12;6071540.61;9892554.7;42424536.13;4409775.1;50358036.67;0;3523725.44;0;642307.09;0;8991389.82;1802391.73;386324.64;222;206;7125325.96;0;7835081.19;3345025;0;11180106.19;1245082.41;4409775.1;0;5654857.51;0;0;83422;38569
4.21E+13;1;0;0;34345.31;0.52;7028;3664;3650;3690;1349;1297;1548;1503;37;33;241;241;170;212;1482;1434;1607;1563;3650;3650;143.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797716.51;797716.51;0;3058.4;800774.91;800774.91;21648.75;0;297917.55;53201.97;62465.52;124582.12;627021.92;0;634946.07;0;0;88854.76;0;7924.15;182835;0;1100;6;8;0;0;183935;0;0;183935;0;0;0;0;0;0;230;200
4.21E+13;1;0;0;37131.33;0.75;14312;10718;10718;10559;3535;3754;3919;4392;89.3;85;816.17;816.17;524.61;669.51;3364;3560;3535;3754;10718;10559;155.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1680582.62;1680582.62;0;0;1680582.62;1680582.62;76695.44;42119.99;459717.1;27037.4;105321.02;494260.1;1621259.37;0;1621259.37;0;0;0;28242.25;0;180457.62;0;0;13;11;506681.5;0;180457.62;0;0;180457.62;0;0;0;0;0;0;3401;3271
4.21E+13;0;0;0;42795.88;0.75;22785;17131;20500;20418;6455;6306;7830;7812;175.2;145.85;1862;1652;985;1305;6531;6362;7324;7141;17030;16926;685;14600;14491;5140;5121;5326;5199;65.68;64.54;982;982;1030;5152;5149;360;5459131.53;3860054.93;1599076.6;524937.84;5984069.37;5984069.37;253780.2;249362.63;2420142.7;228492.42;749238.1;522153.41;4506228.65;0;5223890.5;0;0;0;59801.43;600;570752;282681.41;104066.06;39;37;526400.59;717061.85;957499.47;0;0;957499.47;0;0;0;0;0;0;6731;6731
4.21E+13;0;0;0;59345.03;0.86;32874;28213;28213;27257;8754;8659;9179;9059;254;248;2542.3;2496;1545;1792;7782;7641;9449;9282;28213;27257;1197.48;588;205;86;61;147;80;11;11;38.6;38.6;38.6;312;312;0;6710346.96;6674336.58;36010.38;101793.26;6812140.22;6835595.47;0;1086784.16;3228109.01;176741.73;691232.12;2084629.07;6285524.73;0;6285524.73;0;0;0;104812.8;0;217443.67;30009;14374.9;84;84;0;0;261827.57;0;0;261827.57;0;0;0;0;20;141;7614;7562
4.21E+13;0;0;0;21574.5;0.59;7326;4332;4602;4632;2234;2118;2461;2467;40.1;38.6;501.58;500.58;268.58;338.7;1963;1956;2615;2470;4310;4328;235.33;1500;1500;540;450;0;0;10.9;10.9;180;180;226.3;1500;1500;107.67;2146001.27;1359533.59;786467.68;156472.99;2302474.26;2302474.26;0;0;525071.43;127609.5;227684.97;583750.65;1831183.93;0;1831183.93;0;0;0;37575.75;0;192171.46;0;226816.45;11;10;329491.63;0;418987.91;418987.91;0;418987.91;0;0;0;0;1;8;2238;2238
4.22E+13;0;0;0;25989.31;0.91;42106;38410;41684;41608;12530;12456;12960;12908;353;347.57;2859.14;2786.14;1805.23;2141.77;12130;12039;14850;13861;38316;38339;1958.66;10206;8000;2916;1750;2916;1750;166.89;162.95;300;300;0;2916;1750;316.11;8818798.06;8723270.99;80810.3;298877.31;9117675.37;9117675.37;0;0;2933234.8;174624.32;1387042.03;933061.58;6476476.9;0;6476476.9;0;0;0;164550.75;0;597526.5;122337.59;201912.46;56;53;883963.42;0;921776.55;0;0;921776.55;0;0;0;0;0;0;257;257
4.22E+13;1;0;0;22941.01;0.47;12446;5811;6462;6000;1650;1580;1700;1720;135;132;567;229.2;386;423;1580;1580;1700;1630;5795;5712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455000;455000;0;0;455000;460000;40000;0;93240;7500;133000;133000;372000;0;457456;0;50000;0;4500;0;16000;0;0;2;2;760;35456;16000;0;0;16000;0;0;0;0;6;42;525;525
4.22E+13;1;0;0;16352.86;0.47;8338;3878;5203;8356;2120;1938;2325;2162;60;55;350;0;310;310;0;1952;2410;2307;3878;3886;385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790238.76;790238.76;0;0;790238.76;790238.76;111210.54;90357.79;182488.08;14923.2;163619.82;246127.62;617889.7;0;793224.5;0;0;0;10730.98;3335.2;26463.44;0;0;4;3;0;0;0;0;0;26463.44;0;0;0;0;3;22;406;406
4.22E+13;0;0;0;36126.71;0.95;83576;79591;82122;81426;26696;26130;29631;29491;596;591;6538.2;6483;3871.64;3955.57;27117;26978;31180;30349;78397;76315;39261.44;19680;18899;6332;6258;7112;6993;149;140;945.42;945.42;945.42;6702;6503;558.83;22370036.51;18793693.54;3576342.97;1794086.78;24164123.29;24164123.29;2960418.25;2527598.41;6591801.35;262777.8;2378395.6;1995540.42;15172613.21;0;20175731.33;0;651830.89;0;370823.6;0;1856156.61;3305459.45;449665.25;88;91;3573274.44;4351287.23;4089283.33;0;1521997.98;5611281.31;0;0;0;0;0;0;10074;10074
4.22E+13;0;0;0;45063.06;0.9;13165;11812;11812;11604;3118;3081;3376;3364;78.74;60.43;858;858;621;679;3072;3061;3368;3358;11812;11604;176;13165;12730;3179;3177;3385;3380;53;53;553;553;553;3266;3262;218;4050014.22;2600883.69;1449130.53;61410.25;4111424.47;4146574.37;140959.4;114674.68;1704746.58;200981.31;178889.33;375036.61;2638824.81;0;3161542.73;0;0;0;46731.86;37776.93;231021.84;446008.66;29111.61;25;26;132439.12;484940.99;0;0;0;706142.11;0;0;0;0;0;0;4403;4403
4.22E+13;1;0;0;33593.91;0.57;9679;5500;5967;5958;2027;1986;2176;2128;54.8;121;418;246.19;326.19;326.19;1989;1986;2031;2004;5500;5491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030211.04;1030211.04;0;19;1030230.04;1030211.04;54471.06;58597.8;264212.25;26952;264212.2;147355.5;801410.11;0;1055616.96;0;0;0;10302.05;11596.8;0;0;1739;5;5;88376.11;0;0;0;0;1739;0;0;0;0;1;6;2800;2800
4.22E+13;0;0;0;39711.53;0.84;37645;31616;36500;36500;12657;12438;14997;14089;45;250;3500;3500;1700;1264.9;14122;13243;14000;14672;31000;31000;1179;18300;15000;5205;5243;6352;5243;20;70;1576.8;1576.8;531;5250;5248;500;8404371.1;6922562.54;1481808.56;1034959.95;9439331.05;9439331.05;619450.44;405168.92;1348997.74;229512.7;657022.88;554762.8;2929525.96;874286.32;6180028.87;0;0;0;93623.73;63375.54;7699426.32;1632668.45;0;30;40;45606.11;2312841.05;0;0;0;9332094.77;631711.24;874286.32;0;1505997.56;0;0;10000;10000
4.22E+13;1;0;0;21402.05;0.35;5354;1861;4467;4408;1460;1448;1515;1510;39;37;185;185;182;180;1365;1360;1505;1495;1861;1869;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;742822;742822;0;9074;751896;751896;23047;17962;385505;14250;15667;75197;635356;0;657506;0;0;0;9661;22150;90994;0;3396;6;6;135076;0;0;0;0;94390;0;0;0;0;0;0;8;8
4.22E+13;1;0;0;42803.22;0.93;43484;40554;42950;42801;12136;11858;15965;15217;285;285;3620;3620;2176.66;2572.97;14570;13783;13937;13554;39900;39700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7784726.02;7784726.02;0;638796.81;8423522.83;8423522.83;0;0;3510373.96;386347.39;1292694.98;2342101.34;7653220.67;0;7653220.67;0;0;0;121703;0;688856.63;0;1025178.69;95;96;0;0;1714035.32;0;0;1714035.32;0;0;0;0;0;0;10306;7866
4.22E+13;1;0;0;55797.59;0.52;3891;2022;1501;0;1000;0;1001;0;20;0;20;18;18;15;899;0;1027;0;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421063.11;421063.11;0;11000;432063.11;432063.11;0;0;282679.19;2251.25;7718.04;11808;377938.19;0;400809.84;0;0;0;0;0;15286.81;0;0;7;0;73481.71;22871.65;15286.81;0;0;15286.81;0;0;0;0;0;0;1600;1523
4.22E+13;0;0;0;37504.97;0.56;21190;11950;19255;19255;5831;5742;6825;6675;225.1;223.5;1391.76;1353.48;1371.48;1097.19;6800;6019;5855;5763;11800;11800;298.91;3240;3240;1222;1222;1441;1441;15.9;15.7;301.15;301.15;301.15;1222;1222;71.65;3697840.77;3213235.12;484605.65;297085.55;3994926.32;4047567.22;330867.21;352542.74;2149739.28;51499.42;362486.17;632150.72;3919266.52;0;3919266.52;0;0;0;43970.78;0;80515.04;0;0;23;23;679420.15;0;80515.04;0;0;80515.04;0;0;0;0;3;21;941;941
3.53E+13;0;0;0;37199.26;0.95;150713;143081;143081;141831;57898;57072;68857;67505;630.9;623.48;18432.44;18180.53;9717.96;12020.45;65313;60050;60571;59490;143081;141831;15771.92;138788;137576;56331;55891;64113;67398;563.15;562.13;7774.36;5830.77;10877.43;59287;58792;2231.17;40877691.92;22940968.36;17936723.56;8836605.23;49714297.15;44183720.7;5530576.45;6068798.38;10976404.68;2293340.62;8868023.31;10427051.66;38140748.93;0;38140748.93;0;0;0;370270.87;0;2311505.36;1373297.38;444460.79;201;197;5205657.79;0;4129263.53;0;0;4129263.53;0;0;0;0;0;0;52399;51969
