c_mun;un;ano;c_prest;t_Serv;nat_jur_c;FN017;nat_jur_b;Urbanizacao;AG005;AG011;AG021;QD023;IN008;IN013;IN058
316695;MG;2016;31062000;0;1;13.06;0;39;3.46;4.57;6.84;6.59;11.44;3.99;-0.97
316695;MG;2015;31062000;0;1;12.97;0;39;3.38;4.64;6.83;6.53;11.59;-6.00;-0.87
316710;MG;2016;31062000;1;1;15.29;0;62;4.41;6.22;8.35;8.80;11.30;14.61;0.47
316710;MG;2015;31062000;1;1;15.25;0;62;4.41;6.30;8.34;8.82;11.33;9.34;0.43
316720;MG;2016;31672011;1;0;17.95;0;98;6.96;9.26;11.25;10.80;10.74;69.57;-0.42
316720;MG;2015;31672011;1;0;17.73;0;98;6.96;9.41;11.23;12.13;10.58;57.29;-0.26
316730;MG;2016;31062000;0;1;12.53;0;65;1.86;4.30;6.50;5.57;11.33;9.54;0.06
316730;MG;2015;31062000;0;1;12.40;0;65;1.86;4.35;6.47;5.91;11.51;-4.68;0.02
316760;MG;2016;31062000;0;1;14.16;0;39;2.82;5.82;7.80;7.80;11.56;14.37;-0.25
316760;MG;2015;31062000;0;1;13.99;0;39;2.82;5.82;7.75;7.54;11.58;10.27;-0.24
316770;MG;2016;31062000;0;1;13.59;0;71;2.56;5.15;7.33;7.67;11.07;27.85;-0.45
316770;MG;2015;31062000;0;1;13.52;0;71;2.56;5.27;7.31;7.65;11.17;27.83;-0.65
316780;MG;2016;31678011;1;0;13.70;0;66;3.14;4.56;7.46;5.20;10.12;86.16;-3.00
316790;MG;2016;31062000;0;1;13.35;0;66;2.22;4.82;7.11;6.74;11.03;41.71;-0.48
316790;MG;2015;31062000;0;1;13.22;0;66;2.22;4.90;7.09;6.71;11.10;34.84;-0.43
316800;MG;2016;31062000;1;1;16.26;0;81;4.50;6.80;9.17;9.66;11.58;9.61;-0.09
316800;MG;2015;31062000;1;1;15.83;0;81;4.50;6.97;9.17;9.58;11.61;2.63;-0.11
316805;MG;2015;31680511;1;0;12.17;0;45;3.26;5.16;7.02;2.48;9.38;44.44;0.46
316810;MG;2016;31062000;0;1;13.19;0;67;2.72;5.09;6.94;7.40;11.06;24.25;-0.63
316810;MG;2015;31062000;0;1;13.17;0;67;2.72;5.08;6.92;7.18;11.21;16.56;-0.58
316820;MG;2016;31062000;0;1;12.39;0;58;2.05;4.03;6.27;6.32;11.21;19.72;-0.26
316820;MG;2015;31062000;0;1;12.32;0;58;2.05;4.13;6.26;6.07;11.31;26.65;-0.27
316830;MG;2016;31062000;1;1;13.94;0;46;3.02;5.12;7.34;7.45;11.13;27.66;0.56
316830;MG;2015;31062000;1;1;13.82;0;46;3.02;5.19;7.32;7.80;11.20;25.84;0.57
316840;MG;2016;31062000;0;1;14.53;0;56;3.79;5.92;8.23;8.66;11.16;22.97;-0.40
316840;MG;2015;31062000;0;1;14.47;0;56;3.79;6.14;8.20;8.56;11.27;14.99;-0.51
316850;MG;2016;31062000;0;1;14.40;0;67;3.31;5.95;8.15;8.39;11.32;28.26;-0.37
316850;MG;2015;31062000;0;1;14.29;0;67;3.31;6.00;8.11;8.22;11.48;21.02;-0.40
316860;MG;2016;31062000;1;1;17.58;0;82;5.82;8.62;10.69;11.57;11.54;32.49;-1.05
316860;MG;2015;31062000;1;1;17.49;0;82;5.82;8.68;10.66;11.47;11.61;25.26;-1.05
316870;MG;2016;31062000;1;1;17.05;0;100;5.61;8.26;10.11;10.90;11.29;49.62;-0.15
316870;MG;2015;31062000;1;1;17.02;0;100;5.61;8.32;10.09;10.84;11.55;47.88;-0.17
316880;MG;2016;31062000;1;1;14.72;0;77;3.53;6.08;8.06;8.73;11.25;28.05;0.31
316880;MG;2015;31062000;1;1;14.76;0;77;3.48;6.15;8.03;8.65;11.42;18.08;-0.15
316890;MG;2016;31062000;0;1;14.13;0;70;3.63;5.78;7.86;7.85;11.28;13.98;-0.02
316890;MG;2015;31062000;0;1;14.03;0;70;3.61;5.80;7.83;7.52;11.30;6.68;-0.03
316900;MG;2016;31690011;1;0;14.35;0;82;3.85;7.00;8.64;4.87;10.61;26.76;-0.03
316900;MG;2015;31690011;1;0;14.25;0;82;3.81;6.93;8.57;4.85;10.44;32.09;-0.03
316910;MG;2016;31062000;0;1;13.66;0;38;2.79;5.17;7.28;7.26;11.00;32.36;-0.19
316910;MG;2015;31062000;0;1;13.54;0;38;2.79;5.20;7.24;7.31;11.00;21.05;-0.13
316920;MG;2016;31692011;1;0;13.59;0;80;3.18;5.86;8.01;7.00;9.80;50.00;-2.53
316920;MG;2015;31692011;1;0;13.61;0;80;3.14;6.14;7.98;6.80;9.92;16.89;-2.41
316930;MG;2016;31062000;1;1;16.97;0;90;5.76;8.18;10.14;10.83;11.35;34.83;-0.24
316930;MG;2015;31062000;1;1;16.85;0;90;5.75;8.21;10.12;10.72;11.53;28.86;-0.26
316935;MG;2016;31062000;1;1;16.12;0;95;5.10;7.22;9.39;10.07;11.45;29.32;0.21
316935;MG;2015;31062000;1;1;16.03;0;95;5.10;7.24;9.36;9.81;11.52;26.50;0.20
316940;MG;2016;31694011;1;0;15.78;0;86;5.54;8.31;9.87;9.64;10.61;11.78;-0.25
316940;MG;2015;31694011;1;0;15.80;0;86;5.34;8.26;9.84;9.14;10.51;9.39;-0.08
316950;MG;2016;31062000;0;1;13.94;0;69;3.35;5.42;7.62;8.15;11.27;11.51;-0.60
316950;MG;2015;31062000;0;1;13.86;0;69;3.35;5.56;7.61;8.08;11.30;6.86;-0.71
316960;MG;2016;31696011;1;0;15.15;0;91;5.14;7.00;9.23;8.70;10.31;58.72;-0.54
316960;MG;2015;31696011;1;0;14.91;0;91;5.08;6.98;9.27;8.77;10.34;58.33;-0.21
316970;MG;2016;31062000;1;1;15.52;0;72;4.00;6.38;8.68;8.98;11.30;11.91;0.84
316970;MG;2015;31062000;1;1;15.42;0;72;3.97;6.49;8.64;8.87;11.28;1.23;0.85
316980;MG;2016;31062000;0;1;13.51;0;62;3.06;3.29;7.28;6.08;11.33;92.55;-0.11
316990;MG;2016;31062000;0;1;16.68;0;96;5.36;8.33;10.34;10.72;11.38;33.34;-0.09
316990;MG;2015;31062000;0;1;16.58;0;96;5.36;8.37;10.35;11.26;11.54;25.32;-0.14
317000;MG;2016;31062000;0;1;13.68;0;48;2.97;5.32;7.51;8.63;11.59;17.01;-0.42
317000;MG;2015;31062000;0;1;13.52;0;48;2.97;5.40;7.49;8.45;11.61;20.26;-0.37
317005;MG;2016;31062000;0;1;13.89;0;53;2.99;5.44;7.60;8.01;11.31;27.74;-0.39
317005;MG;2015;31062000;0;1;13.91;0;53;2.69;5.51;7.58;7.86;11.40;18.88;-0.43
317010;MG;2016;31701011;1;0;18.19;0;98;7.27;10.21;11.69;11.92;10.89;22.08;0.02
317010;MG;2015;31701011;1;0;18.18;0;98;7.17;10.20;11.64;11.87;10.78;25.31;-0.04
317020;MG;2016;31702011;1;0;18.78;0;97;8.07;10.98;12.13;10.72;11.15;20.20;-0.71
317020;MG;2015;31702011;1;0;18.67;0;97;8.05;10.90;12.11;10.75;11.06;19.72;-0.69
317040;MG;2016;31704011;1;0;16.58;0;80;6.07;8.45;10.07;9.85;10.85;25.66;-0.56
317040;MG;2015;31704011;1;0;16.53;0;80;5.77;8.54;10.04;9.79;10.75;14.44;-0.53
317043;MG;2016;31062000;1;1;13.73;0;62;2.76;4.83;7.02;7.66;11.34;2.72;-1.02
317043;MG;2015;31062000;1;1;13.70;0;62;2.76;4.89;7.01;7.68;11.45;0.50;-0.99
317050;MG;2016;31062000;0;1;14.31;0;77;2.91;5.76;7.91;8.30;11.38;26.54;0.25
317050;MG;2015;31062000;0;1;14.21;0;77;2.91;5.77;7.89;8.33;11.43;22.84;0.28
317052;MG;2016;31062000;0;1;13.91;0;45;3.37;5.42;7.66;8.27;11.46;12.09;-0.12
317052;MG;2015;31062000;0;1;13.88;0;45;3.37;5.49;7.65;8.18;11.50;1.74;-0.14
317057;MG;2016;31062000;0;1;13.91;0;74;3.27;5.50;7.70;7.81;11.15;23.22;-1.83
317057;MG;2015;31062000;0;1;13.83;0;74;3.27;5.59;7.69;7.70;11.21;16.54;-1.97
317060;MG;2016;31062000;0;1;13.01;0;53;2.35;4.65;6.85;7.04;10.99;29.04;-0.65
317060;MG;2015;31062000;0;1;12.88;0;53;2.35;4.74;6.85;6.97;10.97;30.70;-0.65
317065;MG;2016;31062000;0;1;13.29;0;51;2.95;4.69;7.03;6.86;11.25;8.84;-1.02
317065;MG;2015;31062000;0;1;13.14;0;51;2.95;4.76;7.02;6.43;11.29;1.97;-1.08
317070;MG;2016;31062000;1;1;17.67;0;97;6.12;8.81;10.77;11.33;11.40;32.14;-0.27
317070;MG;2015;31062000;1;1;17.59;0;97;6.12;8.84;10.74;11.20;11.47;26.73;-0.25
317075;MG;2016;31062000;0;1;14.05;0;83;3.41;5.64;7.76;8.00;11.27;3.66;-0.34
317075;MG;2015;31062000;0;1;14.05;0;83;3.41;5.66;7.70;7.74;11.27;-3.31;-0.36
317080;MG;2016;31062000;1;1;15.97;0;87;4.79;7.23;9.43;10.16;11.46;17.60;-0.22
317080;MG;2015;31062000;1;1;15.94;0;87;4.79;7.33;9.41;10.08;11.38;8.47;-0.19
317090;MG;2016;31062000;1;1;14.87;0;47;4.11;6.15;8.39;8.92;11.40;8.39;-0.03
317090;MG;2015;31062000;1;1;14.65;0;47;4.10;6.24;8.36;8.84;11.53;-4.47;0.05
317100;MG;2016;31062000;1;1;15.61;0;81;4.59;6.84;8.90;9.16;11.38;18.11;-0.29
317100;MG;2015;31062000;1;1;15.57;0;81;4.59;6.85;8.88;9.25;11.44;16.94;-0.29
317103;MG;2016;31062000;0;1;13.82;0;57;3.39;5.35;7.53;8.42;11.36;26.21;-0.33
317103;MG;2015;31062000;0;1;13.78;0;57;3.39;5.44;7.51;8.29;11.44;13.55;-0.97
317110;MG;2016;31062000;0;1;13.04;0;58;2.60;4.92;6.85;7.44;11.23;16.48;-0.27
317110;MG;2015;31062000;0;1;13.09;0;58;2.59;4.96;6.84;7.34;11.19;11.00;-0.24
317115;MG;2016;31711511;1;0;12.96;0;39;2.40;4.79;6.81;5.89;10.10;9.09;0.17
317115;MG;2015;31711511;1;0;12.73;0;40;2.40;4.79;6.76;5.19;9.77;9.09;0.00
317120;MG;2016;31062000;1;1;17.51;0;100;6.21;8.35;10.37;10.79;11.83;54.77;-0.12
317120;MG;2015;31062000;1;1;17.42;0;100;6.15;8.39;10.36;11.04;11.94;52.45;-0.03
317130;MG;2016;31713011;1;0;16.09;0;93;5.61;8.26;10.02;9.71;10.74;37.87;-0.34
317130;MG;2015;31713011;1;0;16.39;0;93;5.60;8.25;10.00;10.69;11.05;30.97;-0.26
317140;MG;2016;31062000;0;1;12.63;0;50;2.14;4.51;6.82;6.90;11.41;24.02;-1.43
317140;MG;2015;31062000;0;1;12.42;0;50;2.08;4.58;6.77;6.81;11.55;20.07;-1.39
317160;MG;2016;31062000;0;1;14.44;0;50;3.53;5.94;8.10;7.89;11.20;15.64;0.49
317160;MG;2015;31062000;0;1;14.47;0;50;3.53;6.03;8.09;7.85;11.45;11.60;0.45
317180;MG;2016;31062000;0;1;14.12;0;59;3.12;5.73;7.81;7.78;11.28;14.70;-0.26
317180;MG;2015;31062000;0;1;14.01;0;59;3.12;5.79;7.79;7.82;11.33;6.42;-0.40
317190;MG;2016;31062000;0;1;13.61;0;60;2.58;5.07;7.32;7.46;11.24;20.19;-0.56
317190;MG;2015;31062000;0;1;13.48;0;60;2.58;5.16;7.30;7.31;11.25;12.12;-0.39
317200;MG;2016;31062000;0;1;15.66;0;83;4.18;7.36;9.44;9.69;11.36;27.96;-0.31
317200;MG;2015;31062000;0;1;15.57;0;83;4.17;7.40;9.42;9.86;11.42;25.54;-0.39
317210;MG;2016;31062000;0;1;13.57;0;75;3.15;5.30;7.40;8.00;11.11;24.46;-0.78
317210;MG;2015;31062000;0;1;13.51;0;75;3.13;5.39;7.37;7.84;11.18;17.79;-0.78
317220;MG;2016;31062000;0;1;12.72;0;50;2.36;4.00;6.26;6.11;11.16;32.76;-2.81
317220;MG;2015;31062000;0;1;12.79;0;50;2.36;4.09;6.27;5.82;11.31;20.85;-2.81
500020;MS;2016;50027000;0;1;14.69;0;67;4.11;6.44;8.46;10.03;11.33;31.51;-0.76
500020;MS;2015;50027000;0;1;14.49;0;67;4.11;6.36;8.42;0.00;11.09;29.62;-0.60
500025;MS;2016;50027000;0;1;13.83;0;69;3.50;5.38;7.35;1.10;11.54;-7.93;-0.62
500025;MS;2015;50027000;0;1;13.63;0;69;3.50;5.38;7.33;3.04;11.59;-10.83;-0.63
500060;MS;2016;50027000;1;1;15.67;0;64;4.94;7.28;9.20;10.85;11.39;12.10;-0.45
500060;MS;2015;50027000;1;1;15.47;0;64;4.94;7.27;9.18;2.89;11.08;15.70;-0.29
500070;MS;2016;50027000;1;1;15.58;0;83;4.82;7.06;9.06;10.84;11.54;13.84;-0.53
500070;MS;2015;50027000;1;1;15.35;0;83;4.82;7.05;9.05;6.57;11.33;12.58;-0.40
500080;MS;2016;50027000;0;1;14.18;0;51;3.73;5.92;7.85;9.43;11.34;5.31;-0.69
500080;MS;2015;50027000;0;1;13.97;0;51;3.53;5.93;7.85;0.00;11.21;3.60;-0.54
500085;MS;2016;50027000;1;1;14.76;0;84;4.17;6.42;8.36;1.39;11.53;-0.69;-0.97
500085;MS;2015;50027000;1;1;14.52;0;84;3.85;6.42;8.35;1.79;11.33;2.58;-0.80
500090;MS;2016;50027000;1;1;14.50;0;83;3.63;5.94;7.95;9.68;11.62;15.63;-0.71
500090;MS;2015;50027000;1;1;14.30;0;83;3.63;5.92;7.92;1.10;11.65;21.06;-0.58
500100;MS;2016;50027000;1;1;15.87;0;90;4.87;7.12;9.20;6.81;11.51;15.57;-1.08
500100;MS;2015;50027000;1;1;15.46;0;90;4.87;7.13;9.18;5.52;11.23;16.49;-0.63
500110;MS;2016;50027000;1;1;16.34;0;79;5.57;7.74;9.72;4.82;11.53;16.35;-0.56
500110;MS;2015;50027000;1;1;16.15;0;79;5.56;7.74;9.70;5.18;11.58;13.00;-0.42
500124;MS;2016;50027000;0;1;14.18;0;52;3.63;5.80;7.73;1.79;11.61;19.58;-0.69
500124;MS;2015;50027000;0;1;14.00;0;52;3.63;5.81;7.72;2.71;11.43;20.04;-0.48
500150;MS;2016;50015011;0;0;13.83;0;69;3.95;5.83;7.95;5.86;11.13;26.60;-0.92
500150;MS;2015;50015011;0;0;13.86;0;69;3.95;5.82;7.92;5.86;11.10;18.28;-0.80
500190;MS;2016;50027000;1;1;15.44;0;77;4.38;6.96;9.05;10.60;11.38;15.99;-0.69
500190;MS;2015;50027000;1;1;15.21;0;77;4.38;6.95;9.02;7.41;11.15;14.51;-0.54
500200;MS;2016;50027000;0;1;14.54;0;76;4.03;6.32;8.23;0.69;11.32;10.90;-0.60
500200;MS;2015;50027000;0;1;14.28;0;76;3.91;6.32;8.21;3.00;11.13;12.86;-0.60
500210;MS;2015;50021011;1;0;14.70;0;82;5.38;7.02;9.01;7.82;10.40;2.42;-0.92
500215;MS;2016;50027000;1;1;14.73;0;72;3.85;5.90;7.96;0.00;11.50;38.86;-0.99
500215;MS;2015;50027000;1;1;14.54;0;72;3.85;5.92;7.95;3.30;11.33;29.92;-0.89
500220;MS;2016;50027000;1;1;15.81;0;82;4.52;7.03;8.92;10.78;11.25;29.14;-0.69
500220;MS;2015;50027000;1;1;15.64;0;82;4.51;7.01;8.89;3.66;11.27;31.86;-0.53
500230;MS;2016;50027000;1;1;14.82;0;68;4.59;6.23;8.32;1.95;11.49;18.68;-0.09
500230;MS;2015;50027000;0;1;14.41;0;68;4.56;6.19;8.30;1.61;11.29;20.55;-0.65
500240;MS;2016;50027000;1;1;15.50;0;71;5.00;7.07;9.07;10.69;11.46;26.56;-0.60
500240;MS;2015;50027000;1;1;15.34;0;71;5.00;7.05;9.04;4.49;11.32;26.49;-0.51
500260;MS;2016;50027000;1;1;15.32;0;72;4.28;6.67;8.65;10.25;11.52;9.38;-0.29
500260;MS;2015;50027000;1;1;15.15;0;72;4.28;6.67;8.64;3.40;11.40;6.15;-0.17
500270;MS;2016;50027011;1;0;19.46;1;99;8.27;10.92;12.73;13.46;10.97;12.96;0.03
500270;MS;2015;50027011;1;0;19.45;1;99;8.21;10.93;12.70;13.33;10.61;14.41;-0.07
500280;MS;2016;50027000;1;1;14.12;0;60;3.81;5.42;7.43;9.04;11.43;8.05;-0.17
500280;MS;2015;50027000;1;1;13.96;0;60;3.78;5.41;7.42;4.53;11.37;14.22;-0.15
500295;MS;2016;50027000;1;1;15.59;0;85;5.10;7.39;9.09;3.93;11.35;14.33;-0.71
500295;MS;2015;50027000;1;1;15.40;0;85;4.92;7.40;9.04;5.04;11.18;16.60;-0.53
500310;MS;2016;50031011;0;0;13.32;0;39;3.60;5.68;7.73;6.82;10.52;0.00;1.36
500315;MS;2016;50027000;1;1;14.85;0;73;3.95;5.91;8.18;11.67;11.67;-6.88;-0.46
500315;MS;2015;50027000;1;1;14.62;0;73;3.95;5.93;8.19;2.30;11.83;5.38;-0.39
500320;MS;2016;50027000;1;1;17.23;0;90;5.99;8.46;10.39;12.42;11.58;60.69;-0.43
500320;MS;2015;50027000;1;1;17.11;0;90;5.98;8.52;10.38;6.10;11.64;54.96;-0.29
500325;MS;2016;50032511;1;0;15.30;0;86;5.03;8.54;9.08;7.31;10.91;0.00;0.91
500325;MS;2015;50032511;1;0;15.28;0;86;4.98;8.43;9.06;7.41;10.89;0.00;0.84
500330;MS;2016;50027000;1;1;16.22;0;91;5.35;7.63;9.52;11.16;11.69;15.94;-0.49
500330;MS;2015;50027000;1;1;16.04;0;91;5.35;7.62;9.50;4.52;11.71;14.95;-0.40
500345;MS;2016;50027000;0;1;14.91;0;83;4.49;6.67;8.60;1.10;11.41;11.68;-0.73
500345;MS;2015;50027000;0;1;14.63;0;83;4.33;6.66;8.57;1.39;11.21;6.42;-0.62
500348;MS;2016;50027000;0;1;14.23;0;45;3.89;5.90;7.98;9.34;11.44;-0.31;-0.80
500348;MS;2015;50027000;0;1;13.99;0;45;3.82;5.89;7.94;4.72;11.19;2.99;-0.82
500350;MS;2016;50027000;0;1;13.78;0;61;3.36;5.49;7.39;8.89;11.41;5.70;-0.63
500350;MS;2015;50027000;0;1;13.56;0;61;3.36;5.46;7.37;8.44;11.43;5.88;-0.65
500370;MS;2016;50027000;1;1;18.11;0;92;7.09;9.39;11.23;12.98;11.54;42.40;0.10
500370;MS;2015;50027000;1;1;17.87;0;92;7.08;9.34;11.19;6.76;11.41;41.39;0.20
500375;MS;2016;50027000;1;1;14.81;0;80;4.28;6.50;8.46;9.86;11.49;3.08;-0.65
500375;MS;2015;50027000;1;1;14.59;0;80;4.28;6.51;8.44;4.77;11.33;5.18;-0.49
500380;MS;2016;50027000;1;1;15.50;0;89;4.69;7.04;9.02;10.54;11.43;38.45;-0.80
500380;MS;2015;50027000;1;1;15.30;0;89;4.68;7.02;9.00;2.64;11.30;38.54;-0.73
500390;MS;2016;50027000;0;1;13.60;0;52;2.92;4.97;6.96;8.46;11.53;2.04;-0.05
500390;MS;2015;50027000;0;1;13.38;0;52;2.92;4.96;6.94;8.06;11.59;2.35;0.08
500410;MS;2016;50027000;0;1;14.81;0;85;4.27;6.26;8.31;1.39;11.54;7.83;-0.21
500410;MS;2015;50027000;0;1;14.66;0;85;4.25;6.24;8.30;2.77;11.59;7.62;-0.01
500430;MS;2016;50027000;1;1;14.90;0;74;4.29;6.45;8.44;2.48;11.56;12.95;-0.40
500430;MS;2015;50027000;1;1;14.65;0;74;4.29;6.47;8.40;2.56;11.48;14.54;-0.29
500440;MS;2016;50027000;0;1;14.23;0;64;3.60;5.85;7.77;0.69;11.43;20.51;-0.25
500440;MS;2015;50027000;0;1;14.04;0;64;3.53;5.88;7.75;1.10;11.34;23.36;-0.19
500450;MS;2016;50027000;1;1;15.07;0;64;4.29;6.81;8.73;3.53;11.36;20.57;-1.08
500450;MS;2015;50027000;1;1;14.83;0;64;4.29;6.77;8.71;3.09;11.03;12.83;-1.08
500460;MS;2016;50027000;0;1;14.58;0;41;4.14;6.40;8.23;9.85;11.42;1.09;-0.62
500460;MS;2015;50027000;0;1;14.21;0;41;3.86;6.33;8.15;5.17;11.06;3.55;-0.54
500470;MS;2016;50027000;0;1;15.40;0;77;5.03;7.29;9.12;1.95;11.36;3.28;-0.73
500470;MS;2015;50027000;0;1;15.16;0;77;4.96;7.24;9.09;1.39;11.05;1.23;-0.56
500480;MS;2016;50027000;0;1;12.98;0;18;2.74;4.56;6.50;8.35;11.49;1.42;-0.65
500480;MS;2015;50027000;0;1;12.82;0;18;2.61;4.55;6.49;0.00;11.40;3.16;-0.54
500490;MS;2016;50049011;0;0;12.96;0;28;2.56;4.69;7.19;4.11;10.25;46.04;-2.81
500490;MS;2015;50049011;0;0;12.97;0;28;2.40;4.69;7.04;3.97;10.14;9.17;-2.41
500500;MS;2016;50027000;1;1;16.07;0;93;5.17;7.25;9.19;7.11;11.67;3.16;-0.12
500500;MS;2015;50027000;1;1;15.87;0;93;5.15;7.26;9.18;6.99;11.80;5.32;-0.04
500510;MS;2016;50027000;1;1;13.74;0;47;2.99;5.15;7.00;2.77;11.46;11.16;-1.08
500510;MS;2015;50027000;1;1;13.48;0;47;2.97;5.11;6.99;3.76;11.78;6.58;-0.99
500515;MS;2016;50027000;1;1;14.17;0;67;3.87;5.58;7.63;0.00;11.53;-11.66;-0.45
500515;MS;2015;50027000;1;1;13.96;0;67;3.87;5.51;7.60;1.10;11.72;-2.26;-0.22
500520;MS;2016;50027000;1;1;15.44;0;95;4.35;6.74;8.73;2.30;11.58;42.48;-0.33
500520;MS;2015;50027000;1;1;15.26;0;95;4.35;6.76;8.71;3.93;11.61;44.83;-0.25
500525;MS;2016;50027000;0;1;13.68;0;42;2.75;5.30;7.12;0.69;11.45;7.50;-0.13
500525;MS;2015;50027000;0;1;13.43;0;42;2.71;5.22;7.10;1.39;11.33;16.26;0.02
500540;MS;2016;50027000;1;1;15.94;0;86;5.57;7.66;9.46;11.12;11.34;40.80;-0.71
500540;MS;2015;50027000;1;1;15.72;0;86;5.57;7.65;9.44;0.69;11.11;37.55;-0.63
500560;MS;2016;50027000;1;1;15.47;0;61;4.33;6.79;8.73;10.46;11.53;14.96;-0.67
500560;MS;2015;50027000;1;1;15.30;0;61;4.31;6.80;8.72;1.79;11.49;10.03;-0.43
500568;MS;2016;50027000;0;1;15.18;0;90;4.51;6.93;8.74;10.15;11.56;11.73;-0.27
500568;MS;2015;50027000;0;1;15.08;0;90;4.51;6.91;8.71;3.95;11.55;5.92;-0.14
500570;MS;2016;50027000;1;1;16.39;0;92;5.44;8.03;9.90;3.66;11.45;4.95;-0.65
500570;MS;2015;50027000;1;1;16.16;0;92;5.44;8.03;9.87;3.78;11.38;6.07;-0.58
500580;MS;2016;50027000;1;1;14.71;0;49;4.17;6.13;8.16;10.06;11.46;12.85;-1.08
500580;MS;2015;50027000;1;1;14.50;0;49;4.15;6.13;8.14;3.04;11.18;13.84;-0.92
500600;MS;2016;50027000;0;1;15.07;0;75;4.44;6.87;8.80;2.08;11.30;9.24;-0.78
500600;MS;2015;50027000;0;1;14.83;0;75;4.44;6.88;8.78;2.40;11.04;7.94;-0.60
500620;MS;2016;50027000;1;1;16.29;0;85;5.71;7.92;9.78;11.30;11.59;1.40;-0.60
500620;MS;2015;50027000;1;1;16.10;0;85;5.50;7.89;9.70;5.47;11.63;1.00;-0.56
500625;MS;2016;50027000;0;1;13.57;0;54;2.87;5.31;7.25;4.13;11.34;-7.49;-0.63
500625;MS;2015;50027000;0;1;13.34;0;54;2.81;5.29;7.24;3.95;11.19;-8.66;-0.56
500627;MS;2016;50062711;0;0;12.72;0;81;2.47;5.52;7.07;5.70;10.56;0.00;-0.48
500627;MS;2015;50062711;0;0;12.72;0;81;2.44;5.52;7.04;5.70;10.71;0.00;-0.48
500630;MS;2016;50027000;1;1;16.46;0;89;5.21;7.53;9.66;4.66;11.57;16.59;-0.46
500630;MS;2015;50027000;1;1;16.21;0;89;5.20;7.53;9.64;5.08;11.59;13.92;-0.05
500635;MS;2016;50027000;1;1;14.21;0;51;3.58;5.73;7.75;9.34;11.44;5.76;-0.80
500635;MS;2015;50027000;1;1;13.93;0;51;3.57;5.73;7.71;8.99;11.40;-0.71;-0.73
500640;MS;2016;50027000;1;1;14.54;0;77;3.74;6.05;7.98;9.58;11.62;10.70;-0.97
500640;MS;2015;50027000;1;1;14.34;0;77;3.74;6.04;7.97;4.84;11.50;25.39;-0.92
500660;MS;2016;50027000;1;1;16.84;0;80;5.91;8.27;10.15;12.04;11.51;37.33;-0.13
500660;MS;2015;50027000;1;1;16.62;0;80;5.90;8.25;10.08;4.98;11.43;34.67;-0.04
500690;MS;2016;50027000;1;1;15.16;0;65;4.50;6.30;8.31;1.39;11.63;-0.22;-1.17
500690;MS;2015;50027000;1;1;14.98;0;65;4.43;6.35;8.30;5.82;11.77;-0.70;-0.94
500710;MS;2016;50027000;1;1;15.21;0;62;4.35;6.81;8.78;10.58;11.36;18.02;-0.54
500710;MS;2015;50027000;1;1;15.00;0;62;4.35;6.84;8.76;1.10;11.07;19.27;-0.53
500720;MS;2016;50027000;1;1;15.78;0;80;4.81;7.55;9.40;10.98;11.34;35.73;-0.92
500720;MS;2015;50027000;1;1;15.57;0;80;4.81;7.54;9.36;6.15;11.09;32.78;-0.89
500730;MS;2016;50027000;0;1;14.17;0;73;3.39;5.68;7.65;8.96;11.67;17.79;-0.01
500730;MS;2015;50027000;0;1;13.98;0;73;3.38;5.70;7.64;8.97;11.64;11.11;0.11
500740;MS;2016;50027000;1;1;15.36;0;86;4.68;6.98;8.93;0.00;11.34;12.77;-0.71
500740;MS;2015;50027000;1;1;15.18;0;86;4.67;6.98;8.91;2.77;11.17;2.54;-0.51
500755;MS;2016;50027000;1;1;14.11;0;49;3.41;5.26;7.49;1.39;11.59;21.89;-0.87
500755;MS;2015;50027000;1;1;13.96;0;49;3.40;5.23;7.48;2.83;11.48;26.22;-0.78
500769;MS;2016;50076911;1;0;15.16;0;87;4.98;7.40;9.26;10.33;11.06;24.71;-1.05
500769;MS;2015;50076911;1;0;15.11;0;87;4.97;7.33;9.20;10.22;10.97;20.55;-0.97
500780;MS;2016;50027000;0;1;14.16;0;76;4.42;5.59;7.76;9.69;11.49;31.78;-0.78
500780;MS;2015;50027000;0;1;14.00;0;76;4.42;5.58;7.73;6.53;11.40;26.58;-0.73
500770;MS;2016;50027000;0;1;14.61;0;83;4.08;6.11;8.06;9.22;11.69;6.41;-0.06
500770;MS;2015;50027000;0;1;14.38;0;83;4.06;6.08;8.05;0.69;11.54;16.74;0.00
500790;MS;2016;50027000;1;1;15.79;0;66;4.68;7.43;9.33;11.02;11.44;32.50;-0.26
500790;MS;2015;50027000;0;1;15.59;0;66;4.66;7.43;9.30;3.93;11.19;30.61;-0.24
500793;MS;2016;50027000;0;1;14.90;0;90;4.30;6.74;8.55;10.08;11.42;10.90;-0.73
500793;MS;2015;50027000;0;1;14.68;0;90;4.21;6.73;8.53;0.00;11.11;4.23;-0.56
500795;MS;2016;50027000;1;1;14.08;0;37;3.39;5.44;7.47;0.00;11.58;-7.88;-0.58
500795;MS;2015;50027000;1;1;13.90;0;37;3.39;5.44;7.45;9.22;11.86;-9.03;-0.48
500797;MS;2016;50027000;0;1;13.53;0;70;3.16;5.24;7.22;8.90;11.46;10.15;-0.67
500797;MS;2015;50027000;0;1;13.28;0;70;3.12;5.23;7.21;1.95;11.41;7.58;-0.71
500800;MS;2016;50027000;0;1;14.75;0;42;4.65;6.37;8.22;3.71;11.48;38.54;-0.20
